SubCategoryID,GroupName,SubGroup,ItemName,ItemDescription,ItemCode,Manufacturer_ID,Manufacturer,Expirable,MinLevel,MaxLevel,ReorderLevel,ReorderQty,MinUnit,MaxUnit,ConversionFactor
,MEDICAL STORE,INJECTION,T.T. INJ,T.T. INJ,,,BE PHARMCEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,T.T. INJ,T.T. INJ,,,biological  e limited,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,T.T. INJ,T.T. INJ,,,SERUM INSTITUTE OF INDIA LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,TAXIM-250 INJ,TAXIM-250 INJ,,,ALKEM LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,TAZACT 1.125 INJ,TAZACT 1.125 INJ,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,TAZACT 4.5GM INJ,TAZACT 4.5GM INJ,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,TAZILIN 4.5 GM INJ,TAZILIN 4.5 GM INJ,,,ZYDUS,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,TAZILIN 4.5 GM INJ,TAZILIN 4.5 GM INJ,,,GERMEN REMEDIES,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,TERMIN  1ML,TERMIN  1ML,,,NEON LABORATORIES,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,THIAMIN  100MG INJ,THIAMIN  100MG INJ,,,"ORDAIN HEALTH CARE PVT LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,THIOSOL SODIUM INJ,THIOSOL SODIUM INJ,,,NEON LABORATORIES,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,TRENAXA  500MG INJ,TRENAXA  500MG INJ,,,MACLEODS,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,TRINEUROSOL-H INJ,TRINEUROSOL-H INJ,,,TRIDOSS LABORATRIES,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,TRINEUROSOL-H INJ,TRINEUROSOL-H INJ,,,MERIND PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,TROPINE INJ,TROPINE INJ,,,NEON LABORATORIES,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,UNICOBAL INJ,UNICOBAL INJ,,,"UNICHEM LABORATORIES LTD,",,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,UNIGENTA-INJ,UNIGENTA-INJ,,,"UNICHEM LABORATORIES LTD,",,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,UNIMIKA-250 INJ,UNIMIKA-250 INJ,,,"UNICHEM LABORATORIES LTD,",,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,VANCO PLUS 1.5 GM INJ,VANCO PLUS 1.5 GM INJ,,,VENUS REMEDIES,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,VASOCON (ADRENALINE) INJ,VASOCON (ADRENALINE) INJ,,,NEON LABORATORIES,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,VIT-K (MENADIONE  SODIUM) INJ,VIT-K (MENADIONE  SODIUM) INJ,,,HINDUSTAN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,VIT-K (MENADIONE  SODIUM) INJ,VIT-K (MENADIONE  SODIUM) INJ,,,REGAIN,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,VIT-K (MENADIONE  SODIUM) INJ,VIT-K (MENADIONE  SODIUM) INJ,,,COMMON WEALTH,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,VITNEURIN B12 INJ,VITNEURIN B12 INJ,,,GLAXOSMITHKINE,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,VOVERAN 1 ML  INJ,VOVERAN 1 ML  INJ,,,NOVARTIS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,Z PAC 260 INJECTION,Z PAC 260 INJECTION,,,RPG LIFESCIENCES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,ZEKACIN 250MG INJ,ZEKACIN 250MG INJ,,,WOCKHARDT LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,ZEMISOL INJ-100ML,ZEMISOL INJ-100ML,,,CLARIS LIFE SCIENCE LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,ZOLETRUST-4MG INJ-VIAL,ZOLETRUST-4MG INJ-VIAL,,,PANACEA BIOTEC,,,,,,NOS,NOS,1
,MEDICAL STORE,INJECTION,ZUBIDOX 50MG INJ,ZUBIDOX 50MG INJ,,,RPG LIFESCIENCES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,CIPLOX 100ML (INJ),CIPLOX 100ML (INJ),,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,DEXTROLYTE-E IV,DEXTROLYTE-E IV,,,CLARIS LIFE SCIENCE LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,DEXTROLYTE-E IV,DEXTROLYTE-E IV,,,FREENS KOBI,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,DEXTROLYTE-E IV,DEXTROLYTE-E IV,,,ives drugs(india)p ltd,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,DEXTROLYTE-M IV,DEXTROLYTE-M IV,,,CLARIS LIFE SCIENCE LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,DEXTROLYTE-P IV,DEXTROLYTE-P IV,,,CLARIS LIFE SCIENCE LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,DEXTROSE 5% IV (P),DEXTROSE 5% IV (P),,,CLARIS LIFE SCIENCE LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,DEXTROSE IV 25%,DEXTROSE IV 25%,,,CLARIS LIFE SCIENCE LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,DEXTROSE IV 25%,DEXTROSE IV 25%,,,denis chem lab limited,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,DEXTROSE IV 25%,DEXTROSE IV 25%,,,ARAVIND GROUP,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,DEXTROSE IV 25%,DEXTROSE IV 25%,,,ives drugs(india)p ltd,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,DEXTROSE IV 25%,DEXTROSE IV 25%,,,BAXTER (INDIA) PVT LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,DEXTROSE IV 25%,DEXTROSE IV 25%,,,FREENS KOBI,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,DEXTROSE IV 5%,DEXTROSE IV 5%,,,CLARIS LIFE SCIENCE LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,DNS IV,DNS IV,,,CLARIS LIFE SCIENCE LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,DNS IV 1/2,DNS IV 1/2,,,CLARIS LIFE SCIENCE LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,FLOXIBACT -IV,FLOXIBACT -IV,,,"UNICHEM LABORATORIES LTD,",,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,HESTAR 200 (6%) IV,HESTAR 200 (6%) IV,,,CLARIS LIFE SCIENCE LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,LEVOBACT INFUSION,LEVOBACT INFUSION,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,LINID  IV,LINID  IV,,,ZYDUS,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,LIZOFORCE IV,LIZOFORCE IV,,,MANKIND PHARMA PVT. LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,MOXICIP IV  -100ML,MOXICIP IV  -100ML,,,TORRENT PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,NORMAL SALINE 0.45% 500ML,NORMAL SALINE 0.45% 500ML,,,CLARIS LIFE SCIENCE LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,NORMAL SALINE 1000ML IV,NORMAL SALINE 1000ML IV,,,PDPL PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,NORMAL SALINE 1000ML IV,NORMAL SALINE 1000ML IV,,,CLARIS LIFE SCIENCE LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,NORMAL SALINE 2000ML IV,NORMAL SALINE 2000ML IV,,,PDPL PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,NORMAL SALINE 3%,NORMAL SALINE 3%,,,denis chem lab limited,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,NORMAL SALINE 3%,NORMAL SALINE 3%,,,parenteral drugs india ltd,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,NORMAL SALINE 3%,NORMAL SALINE 3%,,,ives drugs(india)p ltd,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,NORMAL SALINE 500ML  IV,NORMAL SALINE 500ML  IV,,,CLARIS LIFE SCIENCE LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,NORMAL SALINE 500ML  IV,NORMAL SALINE 500ML  IV,,,denis chem lab limited,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,NORMAL SALINE 500ML  IV,NORMAL SALINE 500ML  IV,,,ives drugs(india)p ltd,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,NORMAL SALINE 500ML  IV,NORMAL SALINE 500ML  IV,,,fresenius kabi,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,NORMAL SALINE IV 100ML,NORMAL SALINE IV 100ML,,,denis chem lab limited,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,NORMAL SALINE IV 100ML,NORMAL SALINE IV 100ML,,,ives drugs(india)p ltd,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,NORMAL SALINE IV 100ML,NORMAL SALINE IV 100ML,,,CLARIS LIFE SCIENCE LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,NORMAL SALINE IV 100ML,NORMAL SALINE IV 100ML,,,ARAVIND GROUP,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,NORMAL SALINE IV 100ML,NORMAL SALINE IV 100ML,,,PDPL PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,NORMAL SALINE IV 100ML,NORMAL SALINE IV 100ML,,,delvin formulations pvt ltd,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,OPNITAL IV 100ML,OPNITAL IV 100ML,,,EMENOX,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,RINGER LACTATE IV,RINGER LACTATE IV,,,CLARIS LIFE SCIENCE LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,IV BOTTLE,ZENFLOX-OZ IV-100ML,ZENFLOX-OZ IV-100ML,,,MANKIND PHARMA PVT. LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,LOTION,CALOSOFT  AF 100ML LOTION,CALOSOFT  AF 100ML LOTION,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,LOTION,CALOSOFT 50ML LOTION,CALOSOFT 50ML LOTION,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,LOTION,NMF E LOTION-100ML,NMF E LOTION-100ML,,,PALSONS DRUGS & CHEMICAL,,,,,,NOS,NOS,1
,MEDICAL STORE,LOTION,PROPYSALIC NF LOTION-30GM,PROPYSALIC NF LOTION-30GM,,,H&H PHARAMACEUTICALS PVT LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,CATGUTS,2 TRU SILK 216,2 TRU SILK 216,,,SUTURES INDIA,,,,,,NOS,NOS,1
,MEDICAL STORE,CATGUTS,3-0 TRULON 3321,3-0 TRULON 3321,,,SUTURES INDIA,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,A TO Z 15 ML DROPS,A TO Z 15 ML DROPS,,,ALKEM LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AB PHYLLINE SR 200 TAB,AB PHYLLINE SR 200 TAB,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ABHAYRAB  0.5ML INJ,ABHAYRAB  0.5ML INJ,,,SERUM INSTITUTE OF INDIA LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ABPHYLLINE CAPS,ABPHYLLINE CAPS,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ACB -RZ TAB,ACB -RZ TAB,,,madav boi tec,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ACECLO TAB ( 100 MG TAB),ACECLO TAB ( 100 MG TAB),,,ARISTO PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ACE-PROXYVON TAB,ACE-PROXYVON TAB,,,WOCKHARDT LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ACILOC 150MG,ACILOC 150MG,,,CADILA HEALTHCARE,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ACILOC RD,ACILOC RD,,,CADILA HEALTHCARE,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ACITROM 1MG,ACITROM 1MG,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ACITROM 2MG,ACITROM 2MG,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ACITROM 3 MG TAB,ACITROM 3 MG TAB,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ACITROM 3 MG TAB,ACITROM 3 MG TAB,,,NOVARTIS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ACITROM 4MG,ACITROM 4MG,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ACTRAPID FLEXPEN,ACTRAPID FLEXPEN,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AERODIL EXP SYR-100ML,AERODIL EXP SYR-100ML,,,ZYDUS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AF 400 MG TAB,AF 400 MG TAB,,,SYSTOPIC LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AGGRIBLOC INFUSION 100ML,AGGRIBLOC INFUSION 100ML,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,DISPOSABLE,AIR WAY 0 SIZE,AIR WAY 0 SIZE,,,ROMSONS,,,,,,NOS,NOS,1
,MEDICAL STORE,DISPOSABLE,AIR WAY 4SIZE,AIR WAY 4SIZE,,,ROMSONS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AKT  3,AKT  3,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AKT 4,AKT 4,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AKURIT 4MG,AKURIT 4MG,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AKURIT-3,AKURIT-3,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ALAFIN  TAB,ALAFIN  TAB,,,FOURTS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ALDACTONE 100MG,ALDACTONE 100MG,,,RPG LIFESCIENCES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ALDACTONE 25MG,ALDACTONE 25MG,,,RPG LIFESCIENCES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ALDECTONE 50 MG TAB,ALDECTONE 50 MG TAB,,,RPG LIFESCIENCES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ALEX  LOZENGES,ALEX  LOZENGES,,,GLENMARK PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ALEX SYRUP 100ML,ALEX SYRUP 100ML,,,GLENMARK PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ALFOO TAB,ALFOO TAB,,,DR.REDDYS LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ALL STAR REUSABLE,ALL STAR REUSABLE,,,SANOFI-SYNTHELABO INDIA LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ALLEGRA 120MG,ALLEGRA 120MG,,,AVENTIS PHARMA LIMIUTED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ALLEGRA 180MG,ALLEGRA 180MG,,,AVENTIS PHARMA LIMIUTED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ALLERCET -DC,ALLERCET -DC,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ALMITO +  CAP,ALMITO +  CAP,,,ALKEM LABORATORIES LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ALPHA D3 0.25MCG,ALPHA D3 0.25MCG,,,GLAXOSMITHKINE,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ALPHADOL 0.25 CAP,ALPHADOL 0.25 CAP,,,baker & wallbrit,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ALPHADOPA 250MG,ALPHADOPA 250MG,,,MERIND PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ALPHADOPA 250MG,ALPHADOPA 250MG,,,TRIDOSS LABORATRIES,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ALPHADOPA 500 TAB,ALPHADOPA 500 TAB,,,WOCKHARDT LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ALPHADOPA 500 TAB,ALPHADOPA 500 TAB,,,MERIND PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ALPROX 0.5 MG TAB,ALPROX 0.5 MG TAB,,,TORRENT PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AMANTREL 100MG,AMANTREL 100MG,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AMBROLITE -S  SY 100ML,AMBROLITE -S  SY 100ML,,,TABLETS (INDIA) LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AMBROLITE-D SY,AMBROLITE-D SY,,,TABLETS (INDIA) LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AMICON 10MG,AMICON 10MG,,,ICON LIFE SCIENCES,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AMIFRU 40MG,AMIFRU 40MG,,,ELDER PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AMIFRU 40MG,AMIFRU 40MG,,,TORRENT PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AMIKACIN 100 MG INJ,AMIKACIN 100 MG INJ,,,WOCKHARDT LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AMITANT IV INJ,AMITANT IV INJ,,,FREENS KOBI,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AMLONG  A,AMLONG  A,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AMLONG 2.5MG,AMLONG 2.5MG,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AMLONG 5MG,AMLONG 5MG,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AMLONG H,AMLONG H,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AMPHOTIN INJ 50MG,AMPHOTIN INJ 50MG,,,BHARATH SERUM,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AMPHOTRET 50 MG INJ,AMPHOTRET 50 MG INJ,,,PFIZER LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AMPHOTRET 50 MG INJ,AMPHOTRET 50 MG INJ,,,"UNICHEM LABORATORIES LTD,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AMPOXIN 250MG,AMPOXIN 250MG,,,"UNICHEM LABORATORIES LTD,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AMPOXIN 500MG INJ,AMPOXIN 500MG INJ,,,"UNICHEM LABORATORIES LTD,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AMPOXIN KID,AMPOXIN KID,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ANGIZAAR-50,ANGIZAAR-50,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ANGIZAAR-H,ANGIZAAR-H,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ANGIZARR 25 MG TAB,ANGIZARR 25 MG TAB,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ANGIZEM CD 90MG,ANGIZEM CD 90MG,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ANOVATE OINTMENT 20GM,ANOVATE OINTMENT 20GM,,,USV LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ANTIDEP-75 TAB,ANTIDEP-75 TAB,,,TORRENT PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ANXINIL .25MG,ANXINIL .25MG,,,RANBAXY,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ANXINIL 0.5,ANXINIL 0.5,,,RANBAXY,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,APTIVATE 175 ML SYR,APTIVATE 175 ML SYR,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AQUAZIDE 12.5MG,AQUAZIDE 12.5MG,,,SUN PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ARGIPRIME GRANULES-5GM,ARGIPRIME GRANULES-5GM,,,ARISTO PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ARISTOZYME SY,ARISTOZYME SY,,,ARISTO PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ARIXTRA 7.5 INJ,ARIXTRA 7.5 INJ,,,APEX  LABORATORIES  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ARK- AP TAB,ARK- AP TAB,,,APEX  LABORATORIES  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ARKAMIN,ARKAMIN,,,"ABBOTT INDIA LTD.,",,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ASA,ASA,,,ZYDUS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ASCOREIL LS EXPECTORENT 100 ML,ASCOREIL LS EXPECTORENT 100 ML,,,FOURTS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ASCORIL - D SY,ASCORIL - D SY,,,GLENMARK PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ASCORIL LS DROPS 15 ML,ASCORIL LS DROPS 15 ML,,,GLENMARK PHARMACEUTICALS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ASTHALIN  ROTACAPS,ASTHALIN  ROTACAPS,,,CIPLA  LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ASTYMIN 3 I.V 20ML,ASTYMIN 3 I.V 20ML,,,TABLETS (INDIA) LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ASTYMIN FORTE,ASTYMIN FORTE,,,TABLETS (INDIA) LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ASTYMIN SN IV,ASTYMIN SN IV,,,TABLETS (INDIA) LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ATARAX LIQUID,ATARAX LIQUID,,,UCB INDIA PVT LTD.,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ATARAX-10MG,ATARAX-10MG,,,UCB INDIA PVT LTD.,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ATARAX-25MG,ATARAX-25MG,,,UCB INDIA PVT LTD.,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ATEN-D,ATEN-D,,,ZYDUS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ATENOVA 25MG TAB,ATENOVA 25MG TAB,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ATENOVA 50MG TAB,ATENOVA 50MG TAB,,,LUPIN LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ATIVAN 1MG,ATIVAN 1MG,,,PFIZER LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ATIVAN 2MG,ATIVAN 2MG,,,PFIZER LIMITED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,ATORFIT CV-20 CAP,ATORFIT CV-20 CAP,,,AJANTA PHARMA LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AUGPEN   - 625MG  BID  TAB,AUGPEN   - 625MG  BID  TAB,,,ZUVENTUS PHARMA,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AUGPEN 1.2G INJ,AUGPEN 1.2G INJ,,,ZUVENTUS PHARMA,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AUGPEN 300MG INJ,AUGPEN 300MG INJ,,,ZUVENTUS PHARMA,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AUGPEN 600 MG  INJ,AUGPEN 600 MG  INJ,,,ZUVENTUS PHARMA,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AUGPEN LP - 375MG TAB,AUGPEN LP - 375MG TAB,,,ZUVENTUS PHARMA,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AUTOLYSE 15 GM OINT,AUTOLYSE 15 GM OINT,,,FOURTS,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AVAGARD HANDRUB 500 ML,AVAGARD HANDRUB 500 ML,,,3M,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AVAS 10 MG TAB,AVAS 10 MG TAB,,,MICRO LABS LTD,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AVIL 25MG,AVIL 25MG,,,AVENTIS PHARMA LIMIUTED,,,,,,NOS,NOS,1
,MEDICAL STORE,MEDICINE,AZAX  200 MG ( 15 ML),AZAX  200 MG ( 15 ML),,,RANBAXY,,,,,,NOS,NOS,1
