SubGroup,ItemName,ItemCode,RateList
ABDOMEN / GI SURGERY,Laproscopic Anterior Resection,501,26450
ABDOMEN / GI SURGERY,Laproscopic Cholecystetomy,502,21821
ABDOMEN / GI SURGERY,Laproscopic Appedicectomy,503,20700
ABDOMEN / GI SURGERY,Laproscopic Hernia inguinal repair,504,20700
ABDOMEN / GI SURGERY,Laproscopic ventral Hernia Repair,505,20125
ABDOMEN / GI SURGERY,Laproscopic Paraumblical Hernia Repair,506,14800
ABDOMEN / GI SURGERY,Laproscopic Adrenelectomy,507,13800
ABDOMEN / GI SURGERY,Laproscopic Nephrectomy,508,25300
OBSTETRICS AND GYNAECOLOGY,Normal delivery with or without Episiotomy & P. repair,611,9200
OBSTETRICS AND GYNAECOLOGY,vacuum delivery,612,9919
OBSTETRICS AND GYNAECOLOGY,Forceps Delivery,613,10580
OBSTETRICS AND GYNAECOLOGY,Cesarean Section,614,16158
OBSTETRICS AND GYNAECOLOGY,Cesarean Hysterectomy,615,21821
OBSTETRICS AND GYNAECOLOGY,Rupture Uterus closure & repair with Tubal Ligation,616,19838
OBSTETRICS AND GYNAECOLOGY,Perforation of Uterus after D/E Laparotomy & Closure,617,15870
OBSTETRICS AND GYNAECOLOGY,Laparotomy for Ectopic pregnancy,618,15870
OBSTETRICS AND GYNAECOLOGY,Laparotomy-peritonitis Lavage and Drainage,619,13225
OBSTETRICS AND GYNAECOLOGY,Salphingo-Oophorectomy/ Oophorectomy Laproscopic,620,11500
OBSTETRICS AND GYNAECOLOGY,Ovarian Cystectomy-laparoscopic.,621,11903
OBSTETRICS AND GYNAECOLOGY,Ovarian Cystectomy -laparotomy.,622,15870
OBSTETRICS AND GYNAECOLOGY,Salpingo-Oophorectomy-laparotomy,623,13248
OBSTETRICS AND GYNAECOLOGY,"Laproscopic Broad Ligament Hematoma Drainage with
repair",624,7935
OBSTETRICS AND GYNAECOLOGY,Exploration of perineal Haematoma & Repair,625,9200
OBSTETRICS AND GYNAECOLOGY,"Exploration of abdominal Haematoma (after laparotomy +
LSCS)",626,9258
OBSTETRICS AND GYNAECOLOGY,Manual Removal of Placenta,627,3968
OBSTETRICS AND GYNAECOLOGY,Examination under anesthesia (EUA),628,1150
OBSTETRICS AND GYNAECOLOGY,Burst-abdomen Repair,629,11500
OBSTETRICS AND GYNAECOLOGY,Gaping Perineal Wound Secondary Suturing,630,1904
OBSTETRICS AND GYNAECOLOGY,Gaping abdominal wound Secondary Suturing,631,3968
OBSTETRICS AND GYNAECOLOGY,Complete perineal tear-repair,632,2447
OBSTETRICS AND GYNAECOLOGY,Exploration of PPH-tear repair,633,4025
OBSTETRICS AND GYNAECOLOGY,Suction evacuation vesicular mole,634,5750
OBSTETRICS AND GYNAECOLOGY,Suction evacuation Missed abortion/ incomplete abortion,635,5951
OBSTETRICS AND GYNAECOLOGY,Colpotomy,636,3968
OBSTETRICS AND GYNAECOLOGY,Repair of post-coital tear/ perineal injury,637,4034
OBSTETRICS AND GYNAECOLOGY,Excision of urethral caruncle,638,3968
OBSTETRICS AND GYNAECOLOGY,Shirodhkar/ Mc. Donalds stitch,639,3703
OBSTETRICS AND GYNAECOLOGY,"Abdominal Hysterectomy with or without salpingo-
oophorectomy",640,19838
OBSTETRICS AND GYNAECOLOGY,Vaginal Hysterectomy (NDVH),641,19838
OBSTETRICS AND GYNAECOLOGY,Vaginal Hysterectomy with repairs (UV Prolapse),642,19838
OBSTETRICS AND GYNAECOLOGY,Myomectomy -laparotomy,643,16100
OBSTETRICS AND GYNAECOLOGY,Myomectomy -laparoscopic,644,7274
OBSTETRICS AND GYNAECOLOGY,Vaginoplasty,645,17193
OBSTETRICS AND GYNAECOLOGY,Vulvectomy -Simple,646,10580
OBSTETRICS AND GYNAECOLOGY,Vulvectomy-Radical,647,10580
OBSTETRICS AND GYNAECOLOGY,RVF Repair,648,16100
OBSTETRICS AND GYNAECOLOGY,Manchester Operation,649,17250
OBSTETRICS AND GYNAECOLOGY,"Shirodkars sling Operation or other sling operations for
prolapse uterus",650,3968
OBSTETRICS AND GYNAECOLOGY,Laparoscopic sling operations for prolapse uterus,651,32200
OBSTETRICS AND GYNAECOLOGY,Diagnostic Curettage,652,2857
OBSTETRICS AND GYNAECOLOGY,Cervical Biopsy,653,2070
OBSTETRICS AND GYNAECOLOGY,Polypectomy,654,1746
OBSTETRICS AND GYNAECOLOGY,Other-Minor Operation Endometrial,655,2645
OBSTETRICS AND GYNAECOLOGY,Excision Vaginal Cyst/Bartholin Cyst,656,3968
OBSTETRICS AND GYNAECOLOGY,Excision Vaginal Septum,657,5290
OBSTETRICS AND GYNAECOLOGY,"Laparoscopy -Diagnostic with chromopertubation and or
adhesiolysis and drilling",658,4629
OBSTETRICS AND GYNAECOLOGY,Laparoscopy Sterilization,659,3968
OBSTETRICS AND GYNAECOLOGY,LAVH,660,29029
OBSTETRICS AND GYNAECOLOGY,Balloon Temponade for PPH,661,3220
OBSTETRICS AND GYNAECOLOGY,Total laparoscopic hysterectomy,662,29029
OBSTETRICS AND GYNAECOLOGY,"Laparoscopic treatment of Ectopic pregnancy-
salpingectomy/salpinostomy conservative",663,11241
OBSTETRICS AND GYNAECOLOGY,Conisation of cervix,664,4629
OBSTETRICS AND GYNAECOLOGY,Trachhelectomy of cervix for early CA cervix,665,6325
OBSTETRICS AND GYNAECOLOGY,Hysteroscopic cannulation,666,3306
OBSTETRICS AND GYNAECOLOGY,"Laparotomy recannalization of Fallopian tubes-
(Tubuloplasty)",667,25789
OBSTETRICS AND GYNAECOLOGY,"Laparoscopic recannalization of Fallopian tubes-
(Tubuloplasty)",668,22425
OBSTETRICS AND GYNAECOLOGY,Colposcopy,669,1102
OBSTETRICS AND GYNAECOLOGY,Inversion of Uterus ? Vaginal Reposition,670,2875
OBSTETRICS AND GYNAECOLOGY,Inversion of Uterus ? Abdominal Reposition,671,2875
OBSTETRICS AND GYNAECOLOGY,Laparoscopic VVF Repair,672,32200
OBSTETRICS AND GYNAECOLOGY,Abdominal VVF Repair,673,32200
OBSTETRICS AND GYNAECOLOGY,Vaginal VVF Repair,674,32200
OBSTETRICS AND GYNAECOLOGY,Interventional Ultrasonography (CVS),675,1012
OBSTETRICS AND GYNAECOLOGY,Amniocentesis,676,1012
OBSTETRICS AND GYNAECOLOGY,Karyotyping,677,920
OBSTETRICS AND GYNAECOLOGY,Thermal balloon ablation.,678,13225
OBSTETRICS AND GYNAECOLOGY,Ultrasonographic myolysis,679,11837
OBSTETRICS AND GYNAECOLOGY,Vaginal Myomectomy,680,11500
OBSTETRICS AND GYNAECOLOGY,Intra Uterine Inseminition,681,1058
OBSTETRICS AND GYNAECOLOGY,ICSI,682,13225
OBSTETRICS AND GYNAECOLOGY,Laparotomy abdominal sacro-colpopexy,683,17250
OBSTETRICS AND GYNAECOLOGY,Vaginal Colpopexy,684,25300
OBSTETRICS AND GYNAECOLOGY,Laparoscopic abdominal sacro-colpopexy,685,23000
OBSTETRICS AND GYNAECOLOGY,Laparotomy pelvic Lymphadenectomy,686,1380
OBSTETRICS AND GYNAECOLOGY,Laparoscopic pelvic Lymphadenectomy,687,4025
OBSTETRICS AND GYNAECOLOGY,Endometrial aspiration cytology/biopsy,688,656
OBSTETRICS AND GYNAECOLOGY,"Transvaginal sonography (TVS for Follicular monitioring
/aspiration)",689,529
OBSTETRICS AND GYNAECOLOGY,laparoscopic treatment for stress incontinence,690,17250
OBSTETRICS AND GYNAECOLOGY,Transvaginal tapes for Stress incontinence,691,17250
OBSTETRICS AND GYNAECOLOGY,trans-obturator tapes for Stress incontinence,692,13800
OBSTETRICS AND GYNAECOLOGY,Interventional radiographic arterial embolization,693,20700
OBSTETRICS AND GYNAECOLOGY,Diagnostic cystoscopy,694,3306
OBSTETRICS AND GYNAECOLOGY,Staging laparotomy surgery for CA Ovary,695,7274
OBSTETRICS AND GYNAECOLOGY,Internal Iliac ligation,696,3902
OBSTETRICS AND GYNAECOLOGY,stepwise devascularisation,697,10580
OBSTETRICS AND GYNAECOLOGY,Assisted breech delivery,698,12564
OBSTETRICS AND GYNAECOLOGY,Intra-uterine fetal blood transfusion,699,24466
OBSTETRICS AND GYNAECOLOGY,Hysteroscopy TCRE,700,9775
OBSTETRICS AND GYNAECOLOGY,Hysteroscopy Removal of IUCD,701,8625
OBSTETRICS AND GYNAECOLOGY,Hysteroscopy Removal of Septum,702,12650
OBSTETRICS AND GYNAECOLOGY,Hysteroscopy Diagnostic,703,8625
OBSTETRICS AND GYNAECOLOGY,"Radical Hysterectomy for Cancer cervix with pelvic
lymphadenectomy",704,9775
OBSTETRICS AND GYNAECOLOGY,"Radical Hysterectomy for Cancer endometrium extending
to cervix with pelvic and para aortic lymphadenectomy",705,9775
OBSTETRICS AND GYNAECOLOGY,Sterilization Post partum (minilap),706,4313
OBSTETRICS AND GYNAECOLOGY,Sterilization interval (minilap),707,4313
OBSTETRICS AND GYNAECOLOGY,Ultrasonography Level II scan/Anomaly Scan,708,575
OBSTETRICS AND GYNAECOLOGY,Fetal nuchal Translucency,709,345
OBSTETRICS AND GYNAECOLOGY,Fetal Doppler/Umblical Doppler/Uterine Vessel Doppler,710,978
OBSTETRICS AND GYNAECOLOGY,MTP- 1st Trimester,711,3450
OBSTETRICS AND GYNAECOLOGY,MTP - 2nd Trimester,712,5026
OBSTETRICS AND GYNAECOLOGY,Quadruple test,713,2300
OBSTETRICS AND GYNAECOLOGY,Biophysical score,714,690
OBSTETRICS AND GYNAECOLOGY,Other Major Surgery,715,32200
OBSTETRICS AND GYNAECOLOGY,Other Minor Surgery,716,5750
 NEPHROLOGY AND UROLOGY,Partial Nephrectomy -open,717,18647
 NEPHROLOGY AND UROLOGY,Partial Nephrectomy-laproscopic/endoscopic,718,16664
 NEPHROLOGY AND UROLOGY,Nephrolithomy -open,719,13800
 NEPHROLOGY AND UROLOGY,Nephrolithomy -laproscopic/endoscopic,720,16100
 NEPHROLOGY AND UROLOGY,Pyelolithotomy-open,721,14950
 NEPHROLOGY AND UROLOGY,Pyelolithotomy -laproscopic/endoscopic,722,12167
 NEPHROLOGY AND UROLOGY,Operations for Hydronephrosis -pyeloplasty open,723,21160
 NEPHROLOGY AND UROLOGY,Operations for Hydronephrosis -pyeloplasty Lap/endoscopic,724,21850
 NEPHROLOGY AND UROLOGY,Operations for Hydronephrosis Endoplyelotomy antegrade,725,23000
 NEPHROLOGY AND UROLOGY,Operations for Hydronephrosis Endoplyelotomy retrograde,726,23000
 NEPHROLOGY AND UROLOGY,Operations for Hydronephrosis -ureterocalicostomy,727,20700
 NEPHROLOGY AND UROLOGY,Operations for Hydronephrosis-Ileal ureter,728,20700
 NEPHROLOGY AND UROLOGY,Open Drainage of Perinephric Abscess,729,9200
 NEPHROLOGY AND UROLOGY,"Percutaneous Drainage of Perinephric Abscess -Ultrasound
guided",730,
 NEPHROLOGY AND UROLOGY,Cavernostomy,731,11500
 NEPHROLOGY AND UROLOGY,Operations for Cyst of the Kidney -open,732,13754
 NEPHROLOGY AND UROLOGY,Operations for Cyst of the Kidney -Lap/endoscopic,733,16135
 NEPHROLOGY AND UROLOGY,Ureterolithotomy -open,734,15235
 NEPHROLOGY AND UROLOGY,Ureterolithotomy-Lap/Endoscopic,735,11500
 NEPHROLOGY AND UROLOGY,Nephroureterectomy open,736,18515
 NEPHROLOGY AND UROLOGY,Nephroureterectomy -Lap/Endoscopic,737,18515
 NEPHROLOGY AND UROLOGY,Operations for Ureter for -Double Ureters,738,21850
 NEPHROLOGY AND UROLOGY,Operations for Ureter -for Ectopia of Single Ureter,739,20700
 NEPHROLOGY AND UROLOGY,Operations for Vesico- ureteric Reflux -Open,740,20700
 NEPHROLOGY AND UROLOGY,Operations for Vesico- ureteric Reflux-Lap/Endoscopic,741,20700
 NEPHROLOGY AND UROLOGY,"Operations for Vesico- ureteric Reflux/ Urinary incontinence
with bulking agents",742,23805
 NEPHROLOGY AND UROLOGY,Ureterostomy - Cutaneous,743,13800
 NEPHROLOGY AND UROLOGY,Uretero-Colic anastomosis,744,18400
 NEPHROLOGY AND UROLOGY,Formation of an Ileal Conduit,745,19838
 NEPHROLOGY AND UROLOGY,Ureteric Catheterisation,746,794
 NEPHROLOGY AND UROLOGY,Biopsy of Bladder (Cystoscopic),747,2645
 NEPHROLOGY AND UROLOGY,Cysto-Litholapaxy,748,12564
 NEPHROLOGY AND UROLOGY,Operations for Injuries of the Bladder,749,11500
 NEPHROLOGY AND UROLOGY,Suprapubic Drainage (Cystostomy/vesicostomy),750,6900
 NEPHROLOGY AND UROLOGY,Simple Cystectomy,751,19838
 NEPHROLOGY AND UROLOGY,Diverticulectomy -open,752,18400
 NEPHROLOGY AND UROLOGY,Diverticulectomy- Lap/Endoscopic,753,21160
 NEPHROLOGY AND UROLOGY,Diverticulectomy -Endoscopic incision of neck,754,1984
 NEPHROLOGY AND UROLOGY,Augmentation Cystoplasty,755,7671
 NEPHROLOGY AND UROLOGY,Operations for Extrophy of the Bladder- Single stage repair,756,25645
 NEPHROLOGY AND UROLOGY,Operations for Extrophy of the Bladder- Multistage repair,757,23937
 NEPHROLOGY AND UROLOGY,"Operations for Extrophy of the Bladder- simple cystectomy
with urinary diversion",758,25875
 NEPHROLOGY AND UROLOGY,Repair of Ureterocoel -Open,759,15870
 NEPHROLOGY AND UROLOGY,Repair of Ureterocoel -Lap/Endoscopic,760,16531
 NEPHROLOGY AND UROLOGY,Repair of Ureterocoel -Endoscopic incision,761,14950
 NEPHROLOGY AND UROLOGY,Open Suprapubic Prostatectomy,762,23805
 NEPHROLOGY AND UROLOGY,Open Retropubic Prostatectomy,763,23144
 NEPHROLOGY AND UROLOGY,Transurethral Resection of Prostate (TURP),764,21425
 NEPHROLOGY AND UROLOGY,Urethroscopy/ Cystopanendoscopy,765,5290
 NEPHROLOGY AND UROLOGY,Internal urethrotomy -optical,766,6613
 NEPHROLOGY AND UROLOGY,Internal urethrotomy -Core through urethroplasty,767,12696
 NEPHROLOGY AND UROLOGY,Urethral Reconstruction -End to end ansatamosis,768,3968
 NEPHROLOGY AND UROLOGY,"Urethral Reconstruction - substitution urethroplasty
(Transpubic urethroplasty",769,22483
 NEPHROLOGY AND UROLOGY,Abdomino Perineal urethroplasty,770,16100
 NEPHROLOGY AND UROLOGY,Posterior Urethral Valve fulguration.,771,12961
 NEPHROLOGY AND UROLOGY,Operations for Incontinence of Urine - Male -Open,772,19838
 NEPHROLOGY AND UROLOGY,Operations for Incontinence of Urine - Male -Sling,773,21160
 NEPHROLOGY AND UROLOGY,Operations for Incontinence of Urine - Male-Bulking agent,774,22350
 NEPHROLOGY AND UROLOGY,Operations for Incontinence of Urine - Female -Open,775,19838
 NEPHROLOGY AND UROLOGY,Operations for Incontinence of Urine - Female-Sling,776,21160
 NEPHROLOGY AND UROLOGY,Operations for Incontinence of Urine - Female-Bulking agent,777,22350
 NEPHROLOGY AND UROLOGY,Reduction of Paraphimosis,778,1984
 NEPHROLOGY AND UROLOGY,Circumcision,779,3450
 NEPHROLOGY AND UROLOGY,Meatotomy,780,2698
 NEPHROLOGY AND UROLOGY,Meatoplasty,781,3703
 NEPHROLOGY AND UROLOGY,Operations for Hypospadias + Chordee Correction,782,10580
 NEPHROLOGY AND UROLOGY,Operations for Hypospadias - Second Stage,783,17250
 NEPHROLOGY AND UROLOGY,Operations for Hypospadias - One Stage Repair,784,10580
 NEPHROLOGY AND UROLOGY,Operations for Crippled Hypospadias,785,13225
 NEPHROLOGY AND UROLOGY,Operations for Epispadias _primary repair,786,14482
 NEPHROLOGY AND UROLOGY,Operations for Epispadias-crippled epispadias,787,13093
 NEPHROLOGY AND UROLOGY,Partial Amputation of the Penis,788,12379
 NEPHROLOGY AND UROLOGY,Total amputation of the Penis,789,13800
 NEPHROLOGY AND UROLOGY,Orchidectomy-Simple,790,11241
 NEPHROLOGY AND UROLOGY,Orchidectomy -Radical,791,13886
 NEPHROLOGY AND UROLOGY,"Post Radical Orchidectomy retroperitoneal lymph node
dissection.",792,16100
 NEPHROLOGY AND UROLOGY,Epididymectomy,793,9200
 NEPHROLOGY AND UROLOGY,"Adreneclectomy Unilateral/Bilateral for Tumour/For
Carcinoma- Open",794,29095
 NEPHROLOGY AND UROLOGY,"Adreneclectomy Unilateral/Bilateral for Tumour/For
Carcinoma -Lap/Endoscopic",795,16531
 NEPHROLOGY AND UROLOGY,Operations for Hydrocele - Unilateral,796,6745
 NEPHROLOGY AND UROLOGY,Operations for Hydrocele - Bilateral,797,9839
 NEPHROLOGY AND UROLOGY,Operation for Torsion of Testis,798,13225
 NEPHROLOGY AND UROLOGY,"Micro-surgical Vasovasostomy /Vaso epidedymal
ansatamosis.",799,12696
 NEPHROLOGY AND UROLOGY,Operations for Varicocele Unilateral-Microsurgical,800,8861
 NEPHROLOGY AND UROLOGY,Operations for Varicocele Palomo?s Unilateral - Lap,801,10580
 NEPHROLOGY AND UROLOGY,Operations for Varicocele Bilateral --Microsurgical,802,14548
 NEPHROLOGY AND UROLOGY,Operations for Varicocele Bilateral ? Lap/ Palomo,803,17193
 NEPHROLOGY AND UROLOGY,"Block Dissection of ilio-inguinal Nodes - One Side (For Ca-
Penis)",804,7274
 NEPHROLOGY AND UROLOGY,"Block Dissection of ilio-inguinal Nodes - Both Sides (For Ca-
Penis)",805,26450
 NEPHROLOGY AND UROLOGY,Excision of Filarial Scrotum,806,13225
 NEPHROLOGY AND UROLOGY,Kidney Transplantation (related),807,4025
 NEPHROLOGY AND UROLOGY,Kidney Transplantation (Spousal/ unrelated),808,164450
 NEPHROLOGY AND UROLOGY,ABO incompatible Transplantation,809,563500
 NEPHROLOGY AND UROLOGY,Swap Transplantation,810,446200
 NEPHROLOGY AND UROLOGY,Kidney Transplant Graft Nephrectomy,811,70000
 NEPHROLOGY AND UROLOGY,Donor Nephrectomy (open),812,33063
 NEPHROLOGY AND UROLOGY,Donor Nephrectomy (Laproscopic),813,52900
 NEPHROLOGY AND UROLOGY,Cadaver Transplantation,814,95795
 NEPHROLOGY AND UROLOGY,"Kidney Transplant with Native Kidney Nephrectomy
(Related)/ Unilateral",815,32200
 NEPHROLOGY AND UROLOGY,"Kidney Transplant with Native Kidney Nephrectomy
(Related)/ Bilateral",816,97750
 NEPHROLOGY AND UROLOGY,"Kidney Transplant with Native Kidney Nephrectomy
(Spousal/ Unrelated) Unilateral",817,97750
 NEPHROLOGY AND UROLOGY,"Kidney Transplant with Native Kidney Nephrectomy
(Spousal/ Unrelated) Bilateral",818,97750
 NEPHROLOGY AND UROLOGY,Post-Transplant Collection drainage for Lymphocele (open),819,8000
 NEPHROLOGY AND UROLOGY,"Post-Transplant Collection drainage for Lymphocele
(percutaneous)",820,8000
 NEPHROLOGY AND UROLOGY,"Post-Transplant Collection drainage for Lymphocele
(Laproscopic)",821,9000
 NEPHROLOGY AND UROLOGY,Arteriovenous Fistula for Haemodialysis,822,2645
 NEPHROLOGY AND UROLOGY,Arteriovenous Shunt for Haemodialysis,823,4025
 NEPHROLOGY AND UROLOGY,Jugular Catheterization for Haemodialysis,824,1725
 NEPHROLOGY AND UROLOGY,Subclavian Catheterization for Haemodialysis,825,2588
 NEPHROLOGY AND UROLOGY,"One sided (single Lumen) Femoral Catheterization for
Haemodialysis",826,1150
 NEPHROLOGY AND UROLOGY,"Bilateral (single Lumen) Femoral Catheterization for
Haemodialysis",827,1725
 NEPHROLOGY AND UROLOGY,Double Lumen Femoral Catheterization for Haemodialysis,828,2128
 NEPHROLOGY AND UROLOGY,Permcath Insertion,829,3220
 NEPHROLOGY AND UROLOGY,Arterio venous Prosthetic Graft,830,2128
 NEPHROLOGY AND UROLOGY,Single lumen Jugular Catheterization,831,1725
 NEPHROLOGY AND UROLOGY,Single lumen Subclavian Catheterization,832,2000
 NEPHROLOGY AND UROLOGY,Plasma Exchange/ Plasma phresis,833,1984
 NEPHROLOGY AND UROLOGY,Open method CAPD catheter insertion,834,4025
 NEPHROLOGY AND UROLOGY,Schlendinger method CAPD catheter insertion,835,4025
 NEPHROLOGY AND UROLOGY,Sustained low efficiency hemodialysis,836,1438
 NEPHROLOGY AND UROLOGY,Continuous Veno venous/Arteriovenous Hemofilteration,837,2588
 NEPHROLOGY AND UROLOGY,Hemodialysis for Sero negative cases,838,1610
 NEPHROLOGY AND UROLOGY,Hemodialysis for Sero Positive cases,839,1898
 NEPHROLOGY AND UROLOGY,Acute Peritoneal Dialysis,840,1668
 NEPHROLOGY AND UROLOGY,Fistologram for Arteriovenous Fistula,841,2875
 NEPHROLOGY AND UROLOGY,Ultrasound guided kidney Biopsy,842,978
 NEPHROLOGY AND UROLOGY,Fistula stenosis dilation,843,3450
 NEPHROLOGY AND UROLOGY,Slow continuous Ultrafilteration,844,2875
 NEPHROLOGY AND UROLOGY,PCNL - Unilateral,845,23000
 NEPHROLOGY AND UROLOGY,PCNL - Bilateral,846,28750
 NEPHROLOGY AND UROLOGY,Endoscopic Bulking agent Inject,847,5175
 NEPHROLOGY AND UROLOGY,Testicular Biopsy,848,2248
 NEPHROLOGY AND UROLOGY,Radical Nephrectomy -Open,849,19838
 NEPHROLOGY AND UROLOGY,Radical Nephrectomy -Lap/Endoscopic,850,23805
 NEPHROLOGY AND UROLOGY,Radical Nephrectomy plus IV thrombus,851,26450
 NEPHROLOGY AND UROLOGY,Radical Nephrectomy plus IV thrombus plus cardiac bypass.,852,26450
 NEPHROLOGY AND UROLOGY,Vesico Vaginal Fistula Repair (Open),853,18400
 NEPHROLOGY AND UROLOGY,Vesico Vaginal Fistula Repair (Laproscopic),854,25300
 NEPHROLOGY AND UROLOGY,Radical Cystectomy -Ileal conduit,855,20000
 NEPHROLOGY AND UROLOGY,Radical Cystectomy - continent diversion.,856,17250
 NEPHROLOGY AND UROLOGY,Radical Cystectomy ? Neo bladder,857,21275
 NEPHROLOGY AND UROLOGY,Nephrectomy Simple -Open,858,11585
 NEPHROLOGY AND UROLOGY,Nephrectomy Simple-lap/Endoscopic,859,14482
 NEPHROLOGY AND UROLOGY,Nephrostomy -Open,860,11500
 NEPHROLOGY AND UROLOGY,Nephrostomy -Lap/Endoscopic,861,12593
 NEPHROLOGY AND UROLOGY,"Ureteric Re- implant for Megaureter/Vesicoureteric reflex/
uterocele (open)",862,12068
 NEPHROLOGY AND UROLOGY,"Ureteric Re -implant for Megaureter/Vesicoureteric reflex/
uterocele (Laproscopic)",863,12068
 NEPHROLOGY AND UROLOGY,Partial Cystectomy,864,15870
 NEPHROLOGY AND UROLOGY,TURP & TUR Bladder Tumour,865,19838
 NEPHROLOGY AND UROLOGY,TURP with Cystolithotripsy,866,19550
 NEPHROLOGY AND UROLOGY,Closure of Urethral Fistula,867,12650
 NEPHROLOGY AND UROLOGY,Orchidopexy - Unilateral -Open,868,11347
 NEPHROLOGY AND UROLOGY,Orchidopexy - Unilateral- Lap/Endoscopic,869,14184
 NEPHROLOGY AND UROLOGY,Orchidopexy - Bilateral -Open,870,14124
 NEPHROLOGY AND UROLOGY,Orchidopexy - Bilateral -Lap/Endoscopic,871,16675
 NEPHROLOGY AND UROLOGY,Cystolithotomy -Suprapubic,872,11241
 NEPHROLOGY AND UROLOGY,Endoscopic Removal of Stone in Bladder,873,3968
 NEPHROLOGY AND UROLOGY,"Resection Bladder Neck Endoscopic /Bladder neck
incision/transurethral incision on prostrate",874,12564
 NEPHROLOGY AND UROLOGY,Ureteroscopic Surgery,875,11903
 NEPHROLOGY AND UROLOGY,Urethroplasty 1st Stage,876,12564
 NEPHROLOGY AND UROLOGY,Scrotal Exploration,877,9839
 NEPHROLOGY AND UROLOGY,Perineal Urethrostomy,878,5422
 NEPHROLOGY AND UROLOGY,Dilatation of Stricture Urethra under G.A.,879,2300
 NEPHROLOGY AND UROLOGY,Dilatation of Stricture Urethra under LA,880,1984
 NEPHROLOGY AND UROLOGY,Laproscopic Nephrectomy,881,38353
 NEPHROLOGY AND UROLOGY,Laproscopic partial Nephrectomy,882,11500
 NEPHROLOGY AND UROLOGY,Laproscopic pyelolithotomy,883,14548
 NEPHROLOGY AND UROLOGY,Laproscopic Pyeloplasty,884,11241
 NEPHROLOGY AND UROLOGY,Laproscopic surgery for Renal cyst,885,11241
 NEPHROLOGY AND UROLOGY,Laproscopic ureterolithotomy,886,13225
 NEPHROLOGY AND UROLOGY,Laproscopic Nephro ureterotectomy,887,15209
 NEPHROLOGY AND UROLOGY,Lithotripsy Extra corporeal shock wave.,888,21850
 NEPHROLOGY AND UROLOGY,Uroflow Study (Uroflometry),889,518
 NEPHROLOGY AND UROLOGY,Urodynamic Study (Cystometry),890,552
 NEPHROLOGY AND UROLOGY,Cystoscopy with Retrograde Catheter -Unilateral /RGP,891,3223
 NEPHROLOGY AND UROLOGY,Cystoscopy with Retrograde Catheter - Bilateral /RGP,892,5500
 NEPHROLOGY AND UROLOGY,Cystoscopy with Bladder Biopsy (Cold Cup Biopsy),893,3888
 NEPHROLOGY AND UROLOGY,"Voiding-cysto-urethrogram and retrograde urethrogram
(Nephrostogram)",894,476
 NEPHROLOGY AND UROLOGY,Radical prostatectomy-Open,895,20499
 NEPHROLOGY AND UROLOGY,Radical prostatectomy-Laproscopic,896,23144
 NEPHROLOGY AND UROLOGY,"Radical prostatectomy- Robotic (Robotic Partial
Nephrectomy)",897,23144
 NEPHROLOGY AND UROLOGY,Hollmium YAG Prostate Surgery,898,17250
 NEPHROLOGY AND UROLOGY,Hollmium YAG OIU,899,5290
 NEPHROLOGY AND UROLOGY,Hollmium YAG Core Through,900,19838
 NEPHROLOGY AND UROLOGY,Hollmium YAG Stone Lithotripsy,901,12000
 NEPHROLOGY AND UROLOGY,Green Light laser for prostate,902,19838
 NEPHROLOGY AND UROLOGY,RIRS/ Flexible Ureteroscopy,903,7820
 NEPHROLOGY AND UROLOGY,Microscopic VEA/ Vaso-Vasostomy (for Infertility),904,15525
 NEPHROLOGY AND UROLOGY,"Cystoscopic Botulinum Toxin Injection ( Over active
bladder/ Neurogenic bladder)",905,7820
 NEPHROLOGY AND UROLOGY,Peyronie?s disease ? Plaque excision with grafting,906,4000
 NEPHROLOGY AND UROLOGY,"High Intensity Focus Ultrasound (HIFU) (Robotic) for
Carcinoma prostrate and renal cell carcinoma",907,5290
 NEPHROLOGY AND UROLOGY,Prosthetic surgery for urinary incontinence,908,2645
 NEPHROLOGY AND UROLOGY,TRUS guided prostate biopsy,909,661
 NEPHROLOGY AND UROLOGY,Ultra sound guided PCN,910,828
NEURO-SURGERY,Craniotomy and Evacuation of Haematoma -Subdural,913,58322
NEURO-SURGERY,Craniotomy and Evacuation of Haematoma -Extradural,914,57500
NEURO-SURGERY,Evacuation /Excision of Brain Abscess by craniotomy,915,46000
NEURO-SURGERY,Excision of Lobe (Frontal Temporal Cerebellum etc.),916,47150
NEURO-SURGERY,Excision of Brain Tumours -Supratentorial,917,44991
NEURO-SURGERY,Excision of Brain Tumours -Infratentorial,918,51750
NEURO-SURGERY,Surgery of spinal Cord Tumours,919,51750
NEURO-SURGERY,Ventriculoatrial /Ventriculoperitoneal Shunt,920,28750
NEURO-SURGERY,Twist Drill Craniostomy,921,5000
NEURO-SURGERY,Subdural Tapping,922,2824
NEURO-SURGERY,Ventricular Tapping,923,3412
NEURO-SURGERY,Abscess Tapping,924,3306
NEURO-SURGERY,Placement of ICP Monitor -,925,3306
NEURO-SURGERY,Skull Traction Application,926,2645
NEURO-SURGERY,Lumber Pressure Monitoring,927,5000
NEURO-SURGERY,Vascular Malformations,928,25300
NEURO-SURGERY,Meningo Encephalocoele excision and repair,929,17250
NEURO-SURGERY,Meningomyelocoel Repair,930,28744
NEURO-SURGERY,C.S.F. Rhinorrhaea Repair,931,33063
NEURO-SURGERY,Cranioplasty,932,27773
